presolving:
(round 1, fast)       8795 del vars, 10500 del conss, 0 add conss, 6995 chg bounds, 4091 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 63.0s|     1 |     0 | 29583 |     - |   570M |   0 |  43k|  98 |2050 |  12 | 13 |   0 |   0 | 2.596202e+06 | 2.596124e+06 |   0.00%| unknown
 63.1s|     1 |     0 | 29584 |     - |   570M |   0 |  43k|  98 |2051 |  13 | 14 |   0 |   0 | 2.596197e+06 | 2.596124e+06 |   0.00%| unknown
 63.1s|     1 |     0 | 29584 |     - |   571M |   0 |  43k|  98 |2051 |  13 | 14 |   0 |   0 | 2.596197e+06 | 2.596124e+06 |   0.00%| unknown
 63.2s|     1 |     0 | 29585 |     - |   571M |   0 |  43k|  98 |2052 |  14 | 15 |   0 |   0 | 2.596195e+06 | 2.596124e+06 |   0.00%| unknown
 63.3s|     1 |     0 | 29586 |     - |   571M |   0 |  43k|  98 |2053 |  15 | 16 |   0 |   0 | 2.596195e+06 | 2.596124e+06 |   0.00%| unknown
 63.4s|     1 |     0 | 29587 |     - |   573M |   0 |  43k|  98 |2054 |  16 | 17 |   0 |   0 | 2.596195e+06 | 2.596124e+06 |   0.00%| unknown
 63.4s|     1 |     0 | 29588 |     - |   573M |   0 |  43k|  98 |2055 |  17 | 18 |   0 |   0 | 2.596190e+06 | 2.596124e+06 |   0.00%| unknown
 63.5s|     1 |     0 | 29589 |     - |   573M |   0 |  43k|  98 |2056 |  18 | 19 |   0 |   0 | 2.596188e+06 | 2.596124e+06 |   0.00%| unknown
 63.6s|     1 |     0 | 29589 |     - |   574M |   0 |  43k|  98 |2056 |  18 | 19 |   0 |   0 | 2.596188e+06 | 2.596124e+06 |   0.00%| unknown
 63.6s|     1 |     0 | 29590 |     - |   574M |   0 |  43k|  98 |2057 |  19 | 20 |   0 |   0 | 2.596187e+06 | 2.596124e+06 |   0.00%| unknown
 63.7s|     1 |     0 | 29591 |     - |   574M |   0 |  43k|  98 |2058 |  20 | 21 |   0 |   0 | 2.596187e+06 | 2.596124e+06 |   0.00%| unknown
 63.8s|     1 |     0 | 29592 |     - |   575M |   0 |  43k|  98 |2059 |  21 | 22 |   0 |   0 | 2.596185e+06 | 2.596124e+06 |   0.00%| unknown
 63.8s|     1 |     0 | 29592 |     - |   576M |   0 |  43k|  92 |2059 |  21 | 22 |   0 |   0 | 2.596185e+06 | 2.596124e+06 |   0.00%| unknown
 63.9s|     1 |     0 | 29593 |     - |   576M |   0 |  43k|  92 |2060 |  22 | 23 |   0 |   0 | 2.596182e+06 | 2.596124e+06 |   0.00%| unknown
 63.9s|     1 |     0 | 29593 |     - |   577M |   0 |  43k|  92 |2060 |  22 | 23 |   0 |   0 | 2.596182e+06 | 2.596124e+06 |   0.00%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 64.0s|     1 |     0 | 29593 |     - |   577M |   0 |  43k|  92 |2060 |  22 | 25 |   0 |   0 | 2.596182e+06 | 2.596124e+06 |   0.00%| unknown
 64.1s|     1 |     0 | 29594 |     - |   577M |   0 |  43k|  92 |2061 |  23 | 26 |   0 |   0 | 2.596179e+06 | 2.596124e+06 |   0.00%| unknown
 64.1s|     1 |     0 | 29595 |     - |   577M |   0 |  43k|  92 |2062 |  24 | 27 |   0 |   0 | 2.596174e+06 | 2.596124e+06 |   0.00%| unknown
 64.2s|     1 |     0 | 29595 |     - |   577M |   0 |  43k|  92 |2062 |  24 | 27 |   0 |   0 | 2.596174e+06 | 2.596124e+06 |   0.00%| unknown
 64.2s|     1 |     0 | 29596 |     - |   577M |   0 |  43k|  92 |2063 |  25 | 28 |   0 |   0 | 2.596173e+06 | 2.596124e+06 |   0.00%| unknown
 64.3s|     1 |     0 | 29597 |     - |   577M |   0 |  43k|  92 |2064 |  26 | 29 |   0 |   0 | 2.596171e+06 | 2.596124e+06 |   0.00%| unknown
 64.4s|     1 |     0 | 29598 |     - |   577M |   0 |  43k|  92 |2065 |  27 | 30 |   0 |   0 | 2.596160e+06 | 2.596124e+06 |   0.00%| unknown
 64.4s|     1 |     0 | 29598 |     - |   579M |   0 |  43k|  92 |2065 |  27 | 30 |   0 |   0 | 2.596160e+06 | 2.596124e+06 |   0.00%| unknown
 64.5s|     1 |     0 | 29599 |     - |   579M |   0 |  43k|  92 |2066 |  28 | 31 |   0 |   0 | 2.596155e+06 | 2.596124e+06 |   0.00%| unknown
 64.5s|     1 |     0 | 29599 |     - |   579M |   0 |  43k|  92 |2066 |  28 | 31 |   0 |   0 | 2.596155e+06 | 2.596124e+06 |   0.00%| unknown
 64.6s|     1 |     0 | 29600 |     - |   579M |   0 |  43k|  92 |2067 |  29 | 32 |   0 |   0 | 2.596150e+06 | 2.596124e+06 |   0.00%| unknown
 64.6s|     1 |     0 | 29600 |     - |   580M |   0 |  43k|  92 |2067 |  29 | 32 |   0 |   0 | 2.596150e+06 | 2.596124e+06 |   0.00%| unknown
 64.7s|     1 |     0 | 29601 |     - |   580M |   0 |  43k|  92 |2068 |  30 | 33 |   0 |   0 | 2.596149e+06 | 2.596124e+06 |   0.00%| unknown
 64.7s|     1 |     0 | 29601 |     - |   580M |   0 |  43k|  92 |2068 |  30 | 33 |   0 |   0 | 2.596149e+06 | 2.596124e+06 |   0.00%| unknown
 64.7s|     1 |     0 | 29602 |     - |   580M |   0 |  43k|  92 |2069 |  31 | 34 |   0 |   0 | 2.596143e+06 | 2.596124e+06 |   0.00%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 64.8s|     1 |     0 | 29602 |     - |   581M |   0 |  43k|  92 |2069 |  31 | 34 |   0 |   0 | 2.596143e+06 | 2.596124e+06 |   0.00%| unknown
 64.8s|     1 |     0 | 29603 |     - |   581M |   0 |  43k|  92 |2070 |  32 | 35 |   0 |   0 | 2.596143e+06 | 2.596124e+06 |   0.00%| unknown
 64.9s|     1 |     0 | 29604 |     - |   582M |   0 |  43k|  92 |2071 |  33 | 36 |   0 |   0 | 2.596137e+06 | 2.596124e+06 |   0.00%| unknown
 65.0s|     1 |     0 | 29604 |     - |   582M |   0 |  43k|  92 |2071 |  33 | 36 |   0 |   0 | 2.596137e+06 | 2.596124e+06 |   0.00%| unknown
 65.0s|     1 |     0 | 29604 |     - |   582M |   0 |  43k|  76 |2071 |  33 | 36 |   0 |   0 | 2.596137e+06 | 2.596124e+06 |   0.00%| unknown
 65.0s|     1 |     0 | 29605 |     - |   582M |   0 |  43k|  76 |2072 |  34 | 37 |   0 |   0 | 2.596134e+06 | 2.596124e+06 |   0.00%| unknown
 65.1s|     1 |     0 | 29605 |     - |   582M |   0 |  43k|  76 |2072 |  34 | 37 |   0 |   0 | 2.596134e+06 | 2.596124e+06 |   0.00%| unknown
 65.1s|     1 |     0 | 29606 |     - |   582M |   0 |  43k|  76 |2073 |  35 | 38 |   0 |   0 | 2.596125e+06 | 2.596124e+06 |   0.00%| unknown
 65.2s|     1 |     0 | 29606 |     - |   583M |   0 |  43k|  76 |2073 |  35 | 38 |   0 |   0 | 2.596125e+06 | 2.596124e+06 |   0.00%| unknown
 65.2s|     1 |     0 | 29607 |     - |   583M |   0 |  43k|  76 |2074 |  36 | 39 |   0 |   0 | 2.596125e+06 | 2.596124e+06 |   0.00%| unknown
 65.3s|     1 |     0 | 29608 |     - |   583M |   0 |  43k|  76 |2075 |  37 | 40 |   0 |   0 | 2.596124e+06 | 2.596124e+06 |   0.00%| unknown
 65.3s|     1 |     0 | 29608 |     - |   583M |   0 |  43k|  76 |2075 |  37 | 40 |   0 |   0 | 2.596124e+06 | 2.596124e+06 |   0.00%| unknown

SCIP Status        : problem is solved [optimal solution found]
Solving Time (sec) : 65.29
Solving Nodes      : 1
Primal Bound       : +2.59612426428064e+06 (37 solutions)
Dual Bound         : +2.59612426428064e+06
Gap                : 0.00 %
Solve Status: optimal
Solve Time: 65.37 seconds
