problem_class,question,answer
"[""Diet Problem""]","Let's say you're on a mission to create the perfect meal plan for yourself. You're focused on getting the right balance of nutrients without digging too deep into your pockets. You have six different food options to consider: Chicken, Oats, Tofu, Rice, Beef, and Salmon. Each of these foods provides a certain amount of protein, carbohydrates, and calories, and they all come with their own distinct prices.

Here's a detailed breakdown of the nutritional content and cost of each food item:

- Chicken: Delivers 14 grams of protein, a single gram of carbohydrates, and 164 calories at a cost of $6.
- Oats: Gives you 11 grams of protein, 6 grams of carbohydrates, and 210 calories for just $2.
- Tofu: Offers 8 grams of protein, 12 grams of carbohydrates, and 98 calories at a cost of $9.
- Rice: Provides 1 gram of protein, a generous 17 grams of carbohydrates, and 92 calories for $3.
- Beef: Comes packed with 16 grams of protein, 11 grams of carbohydrates, and 211 calories, priced at $7.
- Salmon: Brings a hefty 19 grams of protein, 13 grams of carbohydrates, and 211 calories but costs $9.

You want to make sure your meal plan meets the following nutritional targets: at least 70 grams of protein, 117 grams of carbohydrates, and 1837 calories. Considering these six foods, what is the least amount of money you need to spend to meet these dietary needs?
Remember, your response should only contain the optimal value of the cost to meet the requirements. You could only assign integral portions of each type of food.",[29.0]
"[""TravelingSalesman""]","Imagine a salesperson embarking on a journey to visit five different citiesâ€”let's call them City A, City B, City C, City D, and City Eâ€”to promote their products. The objective of this journey is to minimize the total travel cost incurred. The salesperson can start from any city but must visit each city exactly once before returning to the starting point. 

Here's an overview of the travel costs between these cities:
- To travel from City A to City B, it costs 95 units.
- From City A to City C, the cost is 36 units.
- Traveling from City A to City D incurs a cost of 93 units.
- To reach City A from City E, the cost is 16 units.
- From City B, it costs 95 units to get to City A, 95 units to City C, 29 units to City D, and 96 units to City E.
- Moving from City C, it costs 36 units to City A, 95 units to City B, 72 units to City D, and 38 units to City E.
- City D is connected to City A with a cost of 93 units, to City B with 29 units, to City C with 72 units, and to City E with 77 units.
- Lastly, from City E, it costs 16 units to reach City A, 96 units to City B, 38 units to City C, and 77 units to City D.

Given these costs, what is the minimum total travel cost for the salesperson to visit each city exactly once and return to the starting city?",[249.0]
['Capacitated Facility Location Problem'],"In the bustling world of retail, GlobalSupply Inc. is at a crossroads, needing to efficiently distribute its products to eight retail stores scattered across the region. To achieve this, GlobalSupply Inc. must select from six potential distribution centers, each with its unique set of opening costs and capacities. The challenge lies not only in selecting which distribution centers to open but also in determining how to distribute their products in a way that minimizes the total cost, including both the opening of distribution centers and the transportation of goods to the stores.

Given Data:

Number of Potential Distribution Centers: 6

Number of Retail Stores Needing Supply: 8

Opening Costs for Each Distribution Center (in dollars):

Center 1: $151,000
Center 2: $192,000
Center 3: $114,000
Center 4: $171,000
Center 5: $160,000
Center 6: $120,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):

From Center 1: $2 to Store 1, $3 to Store 2, $4 to Store 3, $2 to Store 4, $3 to Store 5, $4 to Store 6, $4 to Store 7, $5 to Store 8
From Center 2: $2 to Store 1, $4 to Store 2, $3 to Store 3, $2 to Store 4, $4 to Store 5, $3 to Store 6, $2 to Store 7, $2 to Store 8
From Center 3: $5 to Store 1, $4 to Store 2, $3 to Store 3, $5 to Store 4, $4 to Store 5, $3 to Store 6, $4 to Store 7, $4 to Store 8
From Center 4: $4 to Store 1, $3 to Store 2, $2 to Store 3, $4 to Store 4, $3 to Store 5, $2 to Store 6, $3 to Store 7, $3 to Store 8
From Center 5: $5 to Store 1, $1 to Store 2, $2 to Store 3, $3 to Store 4, $4 to Store 5, $2 to Store 6, $3 to Store 7, $2 to Store 8
From Center 6: $1 to Store 1, $2 to Store 2, $2 to Store 3, $3 to Store 4, $1 to Store 5, $3 to Store 6, $4 to Store 7, $4 to Store 8

Demand of Each Retail Store (in units):

Store 1: 908 units
Store 2: 434 units
Store 3: 605 units
Store 4: 480 units
Store 5: 961 units
Store 6: 787 units
Store 7: 401 units
Store 8: 789 units

Supply Capacity of Each Distribution Center (in units):

Center 1: 1365 units
Center 2: 1929 units
Center 3: 1502 units
Center 4: 1201 units
Center 5: 1529 units
Center 6: 961 units

The optimal solution must navigate the intricate balance between opening costs, transportation costs, supply capacities, and the demands of the retail stores.

Question:
What is the optimal total cost for GlobalSupply Inc. to open distribution centers and transport goods to meet all the retail stores' demands, considering the cost of opening the centers and the transportation costs of supplying the stores?",[58895.0]
['Capacitated Facility Location Problem'],"In the strategic planning of WareCo's distribution network, the company is evaluating how to efficiently supply seven retail stores from seven available distribution centers. Each distribution center has a unique opening cost and capacity that limits the volume of goods it can distribute. Additionally, the cost to transport goods from these centers to each retail store varies, making the task of minimizing the overall operational cost a complex puzzle. The goal is to determine the optimal setup that satisfies the demand at each retail store while incurring the lowest possible total cost, including both the opening of selected distribution centers and the transportation of goods.

Given Data:

- Number of Potential Distribution Centers: 7
- Number of Retail Stores to be Supplied: 7

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000
- Center 6: $120,000
- Center 7: $182,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1: $3 to Store 1, $3 to Store 2, $5 to Store 3, $4 to Store 4, $3 to Store 5, $5 to Store 6, $2 to Store 7
- From Center 2: $4 to Store 1, $2 to Store 2, $4 to Store 3, $5 to Store 4, $1 to Store 5, $4 to Store 6, $2 to Store 7
- From Center 3: $5 to Store 1, $4 to Store 2, $1 to Store 3, $1 to Store 4, $3 to Store 5, $3 to Store 6, $2 to Store 7
- From Center 4: $4 to Store 1, $4 to Store 2, $3 to Store 3, $4 to Store 4, $4 to Store 5, $1 to Store 6, $3 to Store 7
- From Center 5: $5 to Store 1, $3 to Store 2, $5 to Store 3, $1 to Store 4, $2 to Store 5, $4 to Store 6, $1 to Store 7
- From Center 6: $4 to Store 1, $2 to Store 2, $2 to Store 3, $1 to Store 4, $2 to Store 5, $5 to Store 6, $2 to Store 7
- From Center 7: $4 to Store 1, $4 to Store 2, $4 to Store 3, $4 to Store 4, $5 to Store 5, $3 to Store 6, $1 to Store 7

Demand of Each Retail Store (in units):
- Store 1: 961
- Store 2: 787
- Store 3: 401
- Store 4: 789
- Store 5: 965
- Store 6: 505
- Store 7: 876

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1502
- Center 2: 1201
- Center 3: 1529
- Center 4: 961
- Center 5: 1001
- Center 6: 1795
- Center 7: 1069

Question:
What is the optimal total cost for WareCo to meet the demand at all seven retail stores, considering both the opening costs of the distribution centers and the transportation costs of supplying the stores?",[554968.0]
['Diet Problem'],"You're on a mission to carefully plan your weekly meal prep, aiming to meet your specific dietary needs while keeping your budget in check. After doing some research, you've found seven different food items that you're considering incorporating into your meals. Each food item has its own nutritional content and cost, which you need to factor into your planning.

Here are the details of each food option:

- Food_1: For $6, it offers 6 grams of protein, 3 grams of carbohydrates, and 73 calories.
- Food_2: Costs $2 and provides 16 grams of protein, 3 grams of carbs, and 181 calories.
- Food_3: Priced at $10, this item brings 12 grams of protein, 17 grams of carbs, and 231 calories to the table.
- Food_4: Another $6 option, giving you 9 grams of protein, 28 grams of carbs, and 160 calories.
- Food_5: This one costs $4 and offers 12 grams of protein, 17 grams of carbohydrates, and 209 calories.
- Food_6: The cheapest at $1, with 12 grams of protein, 14 grams of carbs, and 184 calories.
- Food_7: Costs $9, providing 13 grams of protein, 20 grams of carbs, and 118 calories.

Your nutritional goals for the week are quite specific: you aim to consume at least 59 grams of protein, 179 grams of carbohydrates, and 2,414 calories. Your challenge is to select from these seven food options in such a way that you meet your dietary requirements at the lowest possible cost.

What is the cheapest cost to meet your nutritional needs? You could only assign integral portions of each type of food.",[14.0]
"[""Capacitated Facility Location Problem""]","In the bustling market landscape of SupplyChainVille, the logistics company LogiTech has embarked on a mission to efficiently distribute its products to nine retail stores scattered across the town. The challenge at hand is to select from eight potential distribution centers, each with its unique operational cost and a maximum supply capacity. The objective is clear: to minimize the total operational cost, which includes both the opening costs of the distribution centers and the transportation costs of shipping goods to the retail stores.

Given Data:

- Number of Potential Distribution Centers: 8
- Number of Retail Stores to be Supplied: 9

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000
- Center 6: $120,000
- Center 7: $182,000
- Center 8: $186,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1 to Stores 1â€“9: $2, $5, $4, $2, $3, $5, $4, $3, $5
- From Center 2 to Stores 1â€“9: $1, $3, $5, $2, $4, $1, $3, $5, $2
- From Center 3 to Stores 1â€“9: $1, $4, $2, $3, $1, $4, $2, $3, $4
- From Center 4 to Stores 1â€“9: $2, $1, $5, $3, $4, $2, $5, $1, $3
- From Center 5 to Stores 1â€“9: $3, $2, $4, $1, $5, $3, $2, $4, $1
- From Center 6 to Stores 1â€“9: $1, $5, $3, $2, $4, $1, $5, $3, $2
- From Center 7 to Stores 1â€“9: $2, $3, $5, $4, $2, $3, $5, $4, $2
- From Center 8 to Stores 1â€“9: $1, $4, $2, $5, $3, $1, $4, $2, $5

Demand of Each Retail Store (in units):
- Store 1: 779 units
- Store 2: 892 units
- Store 3: 440 units
- Store 4: 556 units
- Store 5: 414 units
- Store 6: 464 units
- Store 7: 920 units
- Store 8: 743 units
- Store 9: 528 units

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1447 units
- Center 2: 1886 units
- Center 3: 1962 units
- Center 4: 1392 units
- Center 5: 1191 units
- Center 6: 1218 units
- Center 7: 1088 units
- Center 8: 1178 units

The conundrum LogiTech must solve revolves around which distribution centers to activate and how to route the distribution of products such that all retail stores' demands are met at the lowest possible total cost. This puzzle encapsulates not just the hefty opening costs of the distribution centers but also the intricate web of transportation costs associated with moving goods to each retail store.

Question:
What is the optimal total cost for LogiTech to open distribution centers and transport goods to meet all retail stores' demands, considering both the opening costs of the centers and the transportation costs of supplying the stores?",[555325.0]
['Diet Problem'],"Imagine you are a dietitian and you have been tasked with creating a meal plan for a bodybuilder. You have six food items to choose from: Steak, Tofu, Chicken, Broccoli, Rice, and Spinach. Each food provides certain amounts of protein, carbohydrates, and calories, and each has its own cost. You can buy a partial serving of a food.

Here's the nutritional value and cost of each food:

- Steak: It gives you 14 grams of protein, 23 grams of carbohydrates, and 63 calories for $4.
- Tofu: It offers 2 grams of protein, 13 grams of carbohydrates, and 162 calories for $6.
- Chicken: It packs a punch with 17 grams of protein, 13 grams of carbohydrates, and gives you 260 calories for $6.
- Broccoli: It provides 3 grams of protein, a mere 1 gram of carbohydrates, and 55 calories for $8.
- Rice: It gives a hearty 15 grams of protein, 23 grams of carbohydrates, and 231 calories for $8.
- Spinach: It provides 2 grams of protein, 8 grams of carbohydrates, and a huge 297 calories for just $5.

Your goal is to ensure that the bodybuilder gets at least 83 grams of protein, 192 grams of carbohydrates, and 2089 calories from whatever combination of these foods you choose. The challenge is to keep the cost as low as possible while meeting these nutritional targets. 

What is the minimum cost to meet these nutritional requirements with the available food options? You could only assign integral portions of each type of food.",[57]
"[""Diet Problem""]","Imagine you're a student living on a tight budget, but you're committed to maintaining a healthy, balanced diet. You've got five potential food items to select from: Steak, Apples, Eggs, Chicken, and Tofu. Each of these offers specific amounts of protein, carbohydrates, and calories, and of course, they each come at a certain cost. 

Here's a brief overview of what each food offers and its cost:

- Steak: Provides you with 1 gram of protein, 3 grams of carbohydrates, and 210 calories for $6.
- Apples: They give you 7 grams of protein, 22 grams of carbohydrates, and 96 calories for just $1.
- Eggs: Deliver 6 grams of protein, 18 grams of carbohydrates, and 189 calories for only $1.
- Chicken: It's a protein powerhouse with 20 grams of protein, but only 6 grams of carbohydrates, and it provides you 132 calories for $3.
- Tofu: Brings in 8 grams of protein, 4 grams of carbohydrates, and 75 calories for $1.

Your dietary goals are to consume at least 87 grams of protein, 135 grams of carbohydrates, and 1926 calories in a day. Your task is to figure out what combination of these foods can meet all those nutritional requirements for the least amount of money. So, what is the least amount you would have to spend to meet your nutritional needs? You could only assign integral portions of each type of food.",[14.0]
['Diet Problem'],"Imagine you're on a mission to plan your meals to meet specific dietary needs for the day, but you also want to keep your spending within limits. You have four types of food items on your list: Chicken, Rice, Broccoli, and Eggs. Each of these foods has its own nutritional value in terms of protein, carbohydrates, and calories, and also comes at a different price.

Here's a quick overview of what each food item offers and how much they cost:

- Chicken: Provides 17 grams of protein, 6 grams of carbohydrates, and 94 calories for $7.
- Rice: Offers 20 grams of protein, 13 grams of carbohydrates, and 74 calories for $10.
- Broccoli: Comes with 3 grams of protein, a high 25 grams of carbohydrates, and 73 calories for $9.
- Eggs: Are a budget-friendly option providing 18 grams of protein, 20 grams of carbohydrates, and 119 calories for only $2.

You need to ensure that your daily intake should consist of at least 84 grams of protein, 117 grams of carbohydrates, and 1554 calories. Your task is to figure out the most cost-effective way to meet these nutritional targets with the available food options. So, what is the minimal cost you need to incur to satisfy your dietary requirements? Remember, your response should indicate the optimal cost value, under the scenario of food selection. You could only assign integral portions of each type of food.",[28.0]
"[""Transportation Problem""]","Imagine you are the director of a non-profit organization tasked with providing food supplies to six regions suffering from a famine. Each region has a certain amount of food already, but they require more to sustain their population through the hardship. 

Here are the current quantities of food (in tons) available and the required quantities for each region:

- Region 1 has 42 tons but needs 74 tons.
- Region 2 has 32 tons but needs 476 tons.
- Region 3 has 398 tons but only needs 2 tons.
- Region 4 has 224 tons but needs 235 tons.
- Region 5 has 210 tons but needs 221 tons.
- Region 6 has 209 tons but only needs 72 tons.

You have the ability to transfer food supplies from one region to another. However, the cost of transportation varies depending on which regions you are transferring food between. Below is a list detailing the cost of moving food from one region to any other:

- To move food from/to Region 1: To Region 2 costs 16, to Region 3 costs 48, to Region 4 costs 42, to Region 5 costs 50, to Region 6 costs 8.
- To move food from/to Region 2: To Region 1 costs 27, to Region 3 costs 23, to Region 4 costs 37, to Region 5 costs 39, to Region 6 costs 29.
- To move food from/to Region 3: To Region 1 costs 49, to Region 2 costs 39, to Region 4 costs 33, to Region 5 costs 50, to Region 6 costs 6.
- To move food from/to Region 4: To Region 1 costs 23, to Region 2 costs 49, to Region 3 costs 46, to Region 5 costs 50, to Region 6 costs 6.
- To move food from/to Region 5: To Region 1 costs 45, to Region 2 costs 47, to Region 3 costs 48, to Region 4 costs 26, to Region 6 costs 39.
- To move food from/to Region 6: To Region 1 costs 33, to Region 2 costs 11, to Region 3 costs 9, to Region 4 costs 4, to Region 5 costs 12.

Your mission is to ensure every region receives the food it needs while keeping the transportation cost as low as possible. What would be the minimum cost to make sure all regions have enough food?",[8090.0]
"[""Transportation Problem""]","Imagine you are in charge of managing food supplies for six different cities in a region. Each city has a certain amount of food resources, but they need a specific amount to make sure they're well-prepared for an unexpected food crisis.

Here's what each city has and what they need:

- City 1 has 255 tons of food, but the requirement is 251 tons.
- City 2 has 250 tons of food, but needs 200 tons.
- City 3 has 314 tons of food, but the demand here is 366 tons.
- City 4 has only 8 tons of food, but it needs 114 tons to be safe.
- City 5 has an abundance of 385 tons but only needs 59 tons.
- City 6 has 440 tons but needs 287 tons.

You have been given the responsibility to transport food from one city to another, but it incurs transportation costs. The cost varies depending on which cities you're moving food between. Here's the cost matrix that shows how much it costs to move food from one city to any other:

- Relocating supplies from/to City 1: To City 2 costs 26, to City 3 costs 39, to City 4 costs 13, to City 5 costs 37, to City 6 costs 28.
- Relocating from/to City 2: To City 1 costs 36, to City 3 costs 48, to City 4 costs 5, to City 5 costs 22, to City 6 costs 14.
- Relocating from/to City 3: To City 1 costs 38, to City 2 costs 36, to City 4 costs 12, to City 5 costs 45, to City 6 costs 36.
- Relocating from/to City 4: To City 1 costs 32, to City 2 costs 18, to City 3 costs 47, to City 5 costs 7, to City 6 costs 9.
- Relocating from/to City 5: To City 1 costs 18, to City 2 costs 6, to City 3 costs 12, to City 4 costs 20, to City 6 costs 42.
- Relocating from/to City 6: To City 1 costs 4, to City 2 costs 28, to City 3 costs 42, to City 4 costs 43, to City 5 costs 7.

Your objective is to ensure every city has the food resources it needs at the lowest possible transportation cost. Can you determine what would be the minimum cost to ensure all cities have enough food resources?",[1490.0]
['TravelingSalesman'],"In a scenario involving a salesperson who needs to visit five different cities to conduct business, each city is uniquely numbered from 1 to 5. The salesperson's objective is to minimize the total travel expenses, which could be influenced by factors such as distance, fuel costs, or transportation fees. The salesperson can start their journey from any of these cities but must ensure they visit each city exactly once before returning to their starting point.

The travel costs between the cities are as follows:
- From City 1, the travel costs are 58 units to City 2, 15 units to City 3, 75 units to City 4, and 91 units to City 5.
- From City 2, it costs 58 units to City 1, 54 units to City 3, 85 units to City 4, and 11 units to City 5.
- Traveling from City 3, the expenses are 15 units to City 1, 54 units to City 2, 28 units to City 4, and 61 units to City 5.
- From City 4, the costs are 75 units to City 1, 85 units to City 2, 28 units to City 3, and 47 units to City 5.
- Lastly, from City 5, it costs 91 units to City 1, 11 units to City 2, 61 units to City 3, and 47 units to City 4.

Given this setup, what is the minimum total travel cost for the salesperson to visit each city exactly once and then return to the starting city?",[159.0]
"[""TravelingSalesman""]","Imagine a delivery driver who needs to deliver packages to five different cities. These cities are represented as City 1, City 2, City 3, City 4, and City 5. The driver can start their route from any city, but they must deliver a package to each city exactly once before returning to the starting city. The objective is to find the route that minimizes the total travel cost. The cost could be based on factors such as distance, fuel consumption, or time spent.

Here are the details of the travel costs between the cities:

The cost to travel from City 1 to City 2 is 82 units, to City 3 is 76 units, to City 4 is 92 units, and to City 5 is 59 units.
From City 2, it costs 82 units to return to City 1, 98 units to travel to City 3, 58 units to City 4, and 82 units to City 5.
When leaving from City 3, it costs 76 units to reach City 1, 98 units to get to City 2, 26 units to travel to City 4 and 74 units to travel to City 5.
From City 4, the costs are 92 units to City 1, 58 units to City 2, 26 units to City 3 and 96 units to City 5.
Lastly, from City 5, it costs 59 units to go to City 1, 82 units to travel to City 2, 74 units to City 3, and 96 units to reach City 4.

Given these costs, what is the minimum total cost for the delivery driver to deliver packages to each city exactly once and return to the starting city?",[299.0]
"[""Network Optimization""]","In an expansive digital communication network designed to connect 7 critical data centers across a region, data flows from a central processing unit to a primary data storage facility. This network is meticulously architected with fiber optic cables of varying capacities to ensure data integrity and speed. The network infrastructure is as follows:

- From Data Center 0 (Source): Data can flow to Data Center 1 (18 terabits per second - Tbps), Data Center 2 (2 Tbps), Data Center 3 (10 Tbps), Data Center 4 (17 Tbps), and Data Center 6 (12 Tbps). There is no direct connection to Data Center 5.
- From Data Center 1: Data can flow to Data Center 0 (14 Tbps), Data Center 2 (3 Tbps), Data Center 3 (1 Tbps), Data Center 4 (19 Tbps), Data Center 5 (18 Tbps), and Data Center 6 (2 Tbps).
- From Data Center 2: Data can flow to Data Center 0 (17 Tbps), Data Center 1 (5 Tbps), Data Center 3 (15 Tbps), Data Center 4 (15 Tbps), Data Center 5 (19 Tbps), but not directly to Data Center 6.
- From Data Center 3: Data can flow to Data Center 0 (14 Tbps), Data Center 1 (17 Tbps), Data Center 4 (19 Tbps), Data Center 5 (9 Tbps), and Data Center 6 (16 Tbps). There's no direct connection to Data Center 2.
- From Data Center 4: Data can flow to Data Center 0 (2 Tbps), Data Center 1 (13 Tbps), Data Center 2 (15 Tbps), Data Center 3 (12 Tbps), Data Center 5 (20 Tbps), and Data Center 6 (5 Tbps).
- From Data Center 5: Data can flow to Data Center 0 (9 Tbps), Data Center 1 (16 Tbps), Data Center 2 (4 Tbps), Data Center 3 (15 Tbps), Data Center 4 (15 Tbps), and Data Center 6 (11 Tbps).
- From Data Center 6 (Destination): Data can flow back to Data Center 0 (8 Tbps), Data Center 1 (10 Tbps), Data Center 2 (19 Tbps), Data Center 3 (19 Tbps), Data Center 4 (17 Tbps), and Data Center 5 (16 Tbps).

In this setup, a capacity of ""0"" indicates the absence of a direct fiber optic link between the two data centers.

The goal is to maximize the flow of data from the central processing unit (Data Center 0) to the primary data storage facility (Data Center 6), adhering strictly to the transfer capacity limitations of the fiber optic cables between each data center.

What is the maximum amount of data, in terabits per second, that can be transferred from the source to the destination without exceeding any of the network's capacity limitations?",[46.0]
"[""Network Optimization""]","Imagine a country with six major cities, each city being a node in a complex railway network, spanning from City 0 (the source) to City 5 (the destination). These cities are connected by multiple railway tracks, each capable of handling a specific number of trains per day.

Here's a detailed description of the railway tracks and their capacities, which indicates the maximum number of trains that can travel between two cities in a day:

- From City 0: Up to 17 trains can travel to City 1, 14 trains to City 2, 13 trains to City 3, 11 trains to City 4, and 3 trains to City 5.
- From City 1: 1 train can travel back to City 0, 18 trains to City 2, 14 trains to City 3, 12 trains to City 4, and 16 trains to City 5.
- From City 2: 5 trains can travel back to City 0, 1 train to City 1, 7 trains to City 3, 2 trains to City 4, and 5 trains to City 5.
- From City 3: 10 trains can travel back to City 0, 13 trains to City 1, 19 trains to City 2, 4 trains to City 4, and 16 trains to City 5.
- From City 4: 3 trains can travel back to City 0, no trains to City 1, 13 trains to City 2, no trains to City 3, and 14 trains to City 5.
- From City 5 (Destination): 15 trains can travel back to City 0, 16 trains to City 1, 4 trains to City 2, 1 train to City 3, and 16 trains to City 4.

In this scenario, a capacity of ""0"" indicates that there is no direct railway track between those two cities.

Given this information, your task is to determine the maximum number of trains that can be dispatched from City 0 (the source) to City 5 (the destination) in a single day, without exceeding the capacity of any individual track. What is the maximum number of trains that can travel from the source to the destination in a day?",[54.0]
"[""Network Optimization""]","Welcome to the challenge of optimizing the power grid of a futuristic city, interconnected through 7 strategic substations - from the main power plant to the central hub that distributes electricity to various sectors of the city. Each substation is connected by power lines that have a maximum capacity, measured in megawatts (MW), for transmitting power.

Here's a breakdown of the power transmission capacities between substations, detailing the maximum amount of electricity that can flow through the network:

- From Substation 0 (Main Power Plant): Power can be transmitted to Substation 1 (16 MW), Substation 2 (6 MW), Substation 3 (16 MW), Substation 4 (2 MW), Substation 5 (17 MW), and Substation 6 (15 MW).
- From Substation 1: Power can be transmitted to Substation 0 (7 MW), Substation 2 (13 MW), Substation 3 (3 MW), Substation 5 (8 MW), and Substation 6 (17 MW).
- From Substation 2: Power can be transmitted to Substation 0 (3 MW), Substation 1 (17 MW), Substation 3 (18 MW), Substation 4 (11 MW), Substation 5 (18 MW), and Substation 6 (11 MW).
- From Substation 3: Power can be transmitted to Substation 0 (9 MW), Substation 2 (15 MW), Substation 4 (3 MW), Substation 5 (8 MW), and Substation 6 (10 MW).
- From Substation 4: Power can be transmitted to Substation 0 (3 MW), Substation 1 (6 MW), Substation 2 (1 MW), Substation 3 (16 MW), Substation 5 (13 MW), and Substation 6 (10 MW).
- From Substation 5: Power can be transmitted to Substation 0 (15 MW), Substation 1 (20 MW), Substation 2 (2 MW), Substation 3 (6 MW), Substation 4 (18 MW), and Substation 6 (9 MW).
- From Substation 6 (Central Hub): Power can be transmitted back to Substation 0 (4 MW), Substation 1 (6 MW), Substation 2 (8 MW), Substation 3 (13 MW), Substation 4 (16 MW), and Substation 5 (10 MW).

A ""0"" capacity means there is no direct power line connection between those two substations.

The city's goal is to ensure that the maximum amount of electricity is efficiently transmitted from the Main Power Plant (Substation 0) to the Central Hub (Substation 6), without overloading any of the power lines beyond their capacity.

What is the maximum amount of electricity, in megawatts (MW), that can be transmitted from the Main Power Plant to the Central Hub while adhering to these constraints?",[72.0]
"[""Capacitated Facility Location Problem""]","In a challenging and complex market, SwiftLogistics is at a crossroads to design an efficient distribution network to fulfill the needs of eight retail stores scattered across various locations. The company has the opportunity to choose from six potential distribution centers, each with its unique opening costs and capacities. The primary goal is to ensure all retail stores are adequately supplied while minimizing the total operational costs, which include both the opening of distribution centers and the transportation of goods.

Given Data:
- Number of Potential Distribution Centers: 6
- Number of Retail Stores Needing Supply: 8

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000
- Center 6: $120,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1: $2 to Store 1, $3 to Store 2, $3 to Store 3, $3 to Store 4, $5 to Store 5, $4 to Store 6, $3 to Store 7, $5 to Store 8
- From Center 2: $2 to Store 1, $4 to Store 2, $2 to Store 3, $4 to Store 4, $5 to Store 5, $1 to Store 6, $4 to Store 7, $2 to Store 8
- From Center 3: $5 to Store 1, $4 to Store 2, $1 to Store 3, $1 to Store 4, $3 to Store 5, $3 to Store 6, $2 to Store 7, $4 to Store 8
- From Center 4: $4 to Store 1, $3 to Store 2, $4 to Store 3, $4 to Store 4, $1 to Store 5, $3 to Store 6, $5 to Store 7, $3 to Store 8
- From Center 5: $5 to Store 1, $1 to Store 2, $2 to Store 3, $4 to Store 4, $1 to Store 5, $4 to Store 6, $2 to Store 7, $2 to Store 8
- From Center 6: $1 to Store 1, $2 to Store 2, $5 to Store 3, $2 to Store 4, $4 to Store 5, $4 to Store 6, $4 to Store 7, $4 to Store 8

Demand of Each Retail Store (in units):
- Store 1: 908 units
- Store 2: 434 units
- Store 3: 605 units
- Store 4: 480 units
- Store 5: 961 units
- Store 6: 787 units
- Store 7: 401 units
- Store 8: 789 units

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1365 units
- Center 2: 1929 units
- Center 3: 1502 units
- Center 4: 1201 units
- Center 5: 1529 units
- Center 6: 961 units

SwiftLogistics now faces the intricate task of determining which distribution centers to open and how to distribute goods to meet the demands of all eight retail stores efficiently. The strategy must ensure that the total cost, including opening and transportation expenses, is minimized.

Question:
What is the optimal total cost for SwiftLogistics to open the necessary distribution centers and transport goods to satisfy the demands of all eight retail stores, keeping in mind the goal of minimizing the combined opening and transportation costs?",[587428.0]
