problem_class,question,answer
"['Lot-Sizing Problem', 'Capacitated Lot-sizing Problem (CLSP)', 'Production Planning Problem']","The market demand for products I and II is as follows: Product I requires 10,000 units per month from January to April, 30,000 units per month from May to September, and 100,000 units per month from October to December. Product II requires 15,000 units per month from March to September and 50,000 units per month during other months. The cost of producing these two products at a certain factory is as follows: Product I costs 5 yuan per unit to produce from January to May, and 4.50 yuan per unit from June to December; Product II costs 8 yuan per unit to produce from January to May, and 7 yuan per unit from June to December. The factory's combined production capacity for both products should not exceed 120,000 units per month. Product I has a volume of 0.2 cubic meters per unit, Product II has a volume of 0.4 cubic meters per unit, and the factory's warehouse capacity is 15,000 cubic meters. If the factory's warehouse space is insufficient, external warehouse space can be rented. Using the factory’s own warehouse costs 1 yuan per cubic meter per month, while renting an external warehouse increases this cost to 1.5 yuan per cubic meter per month. Given that the initial inventory of both products at the beginning of July is zero, how should production be scheduled from July to December to minimize the total production and inventory costs while meeting market demand?",3160500.0
['Transportation Problem'],"There are two coal yards A and B, each receiving no less than 80 tons and 100 tons of coal per month, respectively. They are responsible for supplying coal to three residential areas, which need 55 tons, 75 tons, and 50 tons of coal per month, respectively. Coal yard A is located 10 kilometers, 5 kilometers, and 6 kilometers from these three residential areas. Coal yard B is located 4 kilometers, 8 kilometers, and 15 kilometers from these three residential areas. How should these two coal yards distribute coal to the three residential areas to minimize the ton-kilometers of transportation?",1030.0
['Cutting Stock Problem'],"A steel reinforcement workshop produces a batch of steel bars (with the same diameter), consisting of 90 pieces of 3 meters in length and 60 pieces of 4 meters in length. It is known that each piece of raw steel bar used is 10 meters in length. How can the raw material be cut most efficiently? Establish a linear programming model for this problem.",53.0
['TravelingSalesman'],"The famous Traveling Salesman Problem (TSP) in operations research can be described as follows: A traveling salesman departs from a certain city, and must visit each city exactly once before returning to the original starting city. The distances between the cities are provided in the table below (the entry at row i and column j represents the cost of going from city i to city j)
| City |    1    |    2    |    3    |    4    |
| ---- | ------ | ------ | ------ | ------ |
| 1    | 0    | 10   | 20   | 12   |
| 2    | 10   | 0    | 5    | 10   |
| 3    | 20   | 5    | 0    | 8    |
| 4    | 15   | 12   | 8    | 0    |

What route should the salesman choose to travel in order to minimize the total distance? Try to formulate an integer programming model for this problem.",35.0
['Assignment Problem'],"Consider assigning $n=2$ factories to $n$ locations. The transportation volume between factory $i$ and factory $j$ is $d_{ij}$, and the unit transportation cost from location $p$ to location $q$ is $c_{pq}$. The specific values are shown in the following table: Table 1.1

|        | Transportation volume to Location 1 | Transportation volume to Location 2 | Transportation cost to Location 1 | Transportation cost to Location 2 |
| :----: | :---------------------------------: | :---------------------------------: | :-------------------------------: | :-------------------------------: |
| Factory 1 | 10 | 20 | 5 | 8 |
| Factory 2 | 30 | 40 | 6 | 7 |

In order to minimize the total transportation cost, formulate this problem as an integer model.",330.0
['Knapsack'],"The Li family plans to invest their retirement fund in commercial real estate. The annual income from Property 1 is $12,500, Property 2 is $35,000, Property 3 is $23,000, and Property 4 is $100,000. The decision to be made is whether to buy each property or not, rather than how many to buy, as there is only one of each property available. Help them decide which properties to purchase to maximize their annual income.

The cost of Property 1 is $1.5 million, Property 2 is $2.1 million, Property 3 is $2.3 million, and Property 4 is $4.2 million. The Li family's budget is $7 million.

If they purchase Property 4, they cannot purchase Property 3.",135000.0
['Knapsack'],"The Li family has 5 children: Alice, Bob, Charlie, Diana, and Ella. The cost to take Alice is $1000, Bob is $900, Charlie is $600, Diana is $500, and Ella is $700. Which children should the couple take to minimize the total cost of taking the children?

They can take up to 3 children on the upcoming trip.

Bob is the youngest, so the Li family will definitely take him.

If the couple takes Alice, they will not take Diana because Alice does not get along with her.

If the couple takes Bob, they will not take Charlie because Bob does not get along with him.

If they take Charlie, they must also take Diana.

If they take Diana, they must also take Ella.

Despite the cost, the Li family has decided to take at least two children.",1600.0
['Operations Optimization'],"A project includes the following 7 activities, with their durations (in days) as follows: $A(4), B(3), C(5), D(2), E(10), F(10), G(1)$. The precedence relationships are also given as: $A \rightarrow G, D ; E, G \rightarrow F; D, F \rightarrow C ; F \rightarrow B$. The cost of work per day is 1000 Euros; additionally, a special machine must be rented from the start of activity $A$ to the end of activity $B$, costing 5000 Euros per day. Formulate this as a linear programming problem to minimize cost and complete all activities.",115000.0
"['Production Planning Problem', 'Profit Maximization Problem']","There are $\mathrm{A}$ and $\mathrm{B}$ two products, both requiring two successive chemical reaction processes. Each unit of product $\mathrm{A}$ needs 2 hours for the first process and 3 hours for the second process. Each unit of product $\mathrm{B}$ needs 3 hours for the first process and 4 hours for the second process. Available time for the first process is 16 hours, and available time for the second process is 24 hours.

For each unit of product $\mathrm{B}$ produced, 2 units of by-product $\mathrm{C}$ are generated simultaneously, requiring no additional cost. By-product $\mathrm{C}$ can be sold up to 5 units, and the rest must be disposed of at a cost of 2 yuan per unit.

Each unit of product $\mathrm{A}$ sold yields a profit of 4 yuan, each unit of product $\mathrm{B}$ yields a profit of 10 yuan, and each unit of by-product $\mathrm{C}$ sold yields a profit of 3 yuan.

In order to maximize total profit, establish the linear programming model for this problem.",57.0
"['Lot-Sizing Problem', 'Production Planning Problem']","A timber storage and transport company has a large warehouse for storing and transporting timber for sale. Due to seasonal price fluctuations, the company purchases timber at the beginning of each quarter, with part of it being sold within the quarter and part being stored for future sales. It is known that the maximum storage capacity of the company's warehouse is 200,000 m³, and the storage cost is $(a+b u)$ yuan/m³, where $a=70$, $b=100$, and $u$ is the storage time (in quarters). The purchase and sale prices for each quarter and the estimated maximum sales volumes are shown in Table 1-18.

Table 1-18
| Quarter | Purchase Price (10,000 yuan/10,000 m²) | Sale Price (10,000 yuan/10,000 m²) | Estimated Maximum Sales Volume (10,000 m³) |
|---------|----------------------------------------|------------------------------------|---------------------------------------------|
| Winter  | 410                                    | 425                                | 100                                         |
| Spring  | 430                                    | 440                                | 140                                         |
| Summer  | 460                                    | 465                                | 200                                         |
| Autumn  | 450                                    | 455                                | 160                                         |

Since timber is not suitable for long-term storage, all inventory should be sold by the end of autumn. Try to establish a linear programming model for this problem to maximize the company's annual profit. Return your answer in the unit of 10000 yuan.",4700.0
['Capacitated Facility Location Problem'],"There are 10 different parts, and they can all be processed on machine \( A \), machine \( B \), or machine \( C \). The unit processing costs are shown in Table 5-6. Additionally, as long as any part is processed on the aforementioned machines, a one-time setup cost will be incurred regardless of whether one or multiple types of parts are processed, with the respective costs being \( d_A = 100 \), \( d_B = 135 \), and \( d_C = 200 \) yuan. If the requirements are:

1. One piece of each of the aforementioned 10 types of parts needs to be processed;
2. If the 1st part is processed on machine \( A \), then the 2nd part must be processed on machine \( B \) or \( C \); conversely, if the 1st part is processed on machine \( B \) or \( C \), then the 2nd part must be processed on machine \( A \);
3. Parts 3, 4, and 5 must be processed on machines A, B, and C respectively;
4. The number of parts processed on machine \( C \) should not exceed 3 types.

Try to establish an integer programming mathematical model for this problem with the objective of minimizing the total cost.

Table 5-6
| Machine/Part | 1   | 2   | 3   | 4   | 5   | 6   | 7   | 8   | 9   | 10  |
|--------------|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
| A            | $10$ | $20$ | $30$ | $40$ | $50$ | $60$ | $70$ | $80$ | $90$ | $100$ |
| B            | $15$ | $25$ | $35$ | $45$ | $55$ | $65$ | $75$ | $85$ | $95$ | $105$ |
| C            | $20$ | $30$ | $40$ | $50$ | $60$ | $70$ | $80$ | $90$ | $100$ | $110$ |",1005.0
['Operations Optimization'],"A shoe store employs 5 full-time sales clerks and 4 part-time sales clerks. Their working hours and wage conditions are shown in Table 3.3.

Table 3.3

|  | Monthly Working Hours | Sales Volume (Pairs/Hour) | Wage (Yuan/Hour) | Overtime Pay (Yuan/Hour) |
| :---: | :---: | :---: | :---: | :---: |
| Full-time | 160 | 5 | 1 | 1.5 |
| Part-time | 80 | 2 | 0.6 | 0.7 |

Each pair of shoes sold earns a profit of 0.3 yuan. The store has set the following goals:

$p_{1}$: Achieve monthly sales of 5500 pairs;

$p_{2}$: Ensure full employment of all sales clerks;

$p_{3}$: Minimize overtime hours.

Try to establish a model for this problem.",172.0
"['Production Planning Problem', 'Profit Maximization Problem']","A furniture factory needs to decide how many tables, chairs, and bookshelves to produce in order to maximize its profit. The factory can sell each table for $200, each chair for $50, and each bookshelf for $150. The manufacturing costs for each table, chair, and bookshelf are $120, $20, and $90 respectively. The profit is the difference between the selling price and the manufacturing cost. Each table, chair, and bookshelf occupy 5, 2, and 3 square meters of warehouse space respectively. Due to limited warehouse space, the total space cannot exceed 500 square meters. In addition, due to market demand, the factory needs to produce at least 10 tables and 20 bookshelves. Finally, the total number of items produced by the factory cannot exceed 200.",9800.0
['Operations Optimization'],"A company requires skilled workers and laborers for three tasks. The first task can be completed by one skilled worker alone, or by a group of one skilled worker and two laborers. The second task can be done by one skilled worker or one laborer alone. The third task can be completed by a group of five laborers, or by one skilled worker leading three laborers. The weekly wages for skilled workers and laborers are 100 yuan and 80 yuan respectively. They work 48 hours per week, but their actual effective working hours are 42 hours and 36 hours respectively. To complete these tasks, the company needs a total effective working time of 8400 hours for the first task, 10800 hours for the second task, and 18000 hours for the third task per week. The number of workers that can be recruited is limited to a maximum of 400 skilled workers and 800 laborers. Establish a mathematical model to determine how many skilled workers and laborers should be hired in order to minimize the total wage expenditure.",84000.0
"['Assignment Problem', 'Bin Packing']","On Danzig Street, vehicles can park on both sides of the street. Mr. Edmonds, who lives at No. 1, is organizing a party with about 30 participants, and they will arrive in 15 cars. The length of the i-th car is ?_i, in meters, as follows:

| i  | 1  | 2   | 3  | 4   | 5   | 6   | 7   | 8   | 9   | 10  | 11  | 12  | 13  | 14  | 15  |
|----|----|-----|----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
| ?_i | 4  | 4.5 | 5  | 4.1 | 2.4 | 5.2 | 3.7 | 3.5 | 3.2 | 4.5 | 2.3 | 3.3 | 3.8 | 4.6 | 3   |

In order to avoid disturbing the neighbors, Mr. Edmonds wants to arrange parking on both sides of the street so that the total length of the street occupied by his friends' vehicles is minimized. Please provide a mathematical programming formulation and solve this problem.
How does the program change if the cars on one side of the street cannot occupy more than 30 meters?",28.6
['Knapsack'],"Changjiang Comprehensive Shopping Mall has 5000 m² of space for lease and plans to attract the following 5 types of stores as tenants. The table below shows the area occupied by each type of store for one shop, the minimum and maximum number of shops for each type within the mall, and the expected annual profit (in ten thousand yuan) per store for different numbers of stores. Each store pays 20% of its annual profit as rent to the mall. Question: How many of each type of store should the mall lease to maximize total rental income?

Table 5-12

| Code | Store Type | Area per Shop / m² | Min | Max | 1 Store | 2 Stores | 3 Stores |
|------|------------|--------------------|-----|-----|---------|----------|----------|
| 1    | Jewelry    | 250                | 1   | 3   | 9       | 8        | 7        |
| 2    | Shoes & Hats | 350              | 1   | 2   | 10      | 9        | -        |
| 3    | General Merchandise | 800      | 1   | 3   | 27      | 21       | 20       |
| 4    | Bookstore  | 400                | 0   | 2   | 16      | 10       | -        |
| 5    | Catering   | 500                | 1   | 3   | 17      | 15       | 12       |",28.0
['Set Multi-Cover'],"A certain restaurant operates around the clock, and the number of waiters needed in 24 hours is shown in Table 1.1.

Table 1.1

| Time        | Minimum Number of Waiters Needed | Time        | Minimum Number of Waiters Needed |
|:-----------:|:-------------------------------:|:-----------:|:-------------------------------:|
| $2 \sim 6$  | 4                                | $14 \sim 18$| 7                                |
| $6 \sim 10$ | 8                                | $18 \sim 22$| 12                               |
| $10 \sim 14$| 10                               | $22 \sim 2$ | 4                                |

Each waiter works continuously for 8 hours a day. The goal is to find the minimum number of waiters that meet the above conditions and represent this problem as a linear programming model.",26.0
['Knapsack'],"A company hopes to recruit new employees for its team. The salary requirements for candidates A, B, C, D, and E are $8100, $20000, $21000, $3000, and $8000 respectively. They need to decide whether to hire each candidate. The team wants to minimize the total amount paid to the candidates.

They hope to hire a maximum of 3 new employees.

The team has a limited budget of $35,000. They need to ensure that the total payment to the selected candidates does not exceed the budget.

The qualifications of the five candidates are as follows:
Candidate A: Bachelor's degree;
Candidate B: Master's degree;
Candidate C: Doctoral degree;
Candidate D: No degree;
Candidate E: No degree.
They will select at least one candidate with a Master's or Doctoral degree.

The work experience of the five candidates is as follows:
Candidate A: 3 years of work experience;
Candidate B: 10 years of work experience;
Candidate C: 4 years of work experience;
Candidate D: 3 years of work experience;
Candidate E: 7 years of work experience.
They hope the total work experience of the selected candidates is no less than 12 years.

Due to the equivalent professional skills of candidates A and E, the company will choose at most one from the two.

They will hire at least 2 new employees.",23000.0
"['Production Planning Problem', 'Profit Maximization Problem']","A company is producing two products (X and Y). The resources required for the production of X and Y are divided into two parts: machine time for automated processing and craftsman time for manual finishing. The table below shows the number of minutes required for each product:

| Item | Machine Time (minutes) | Craftsman Time (minutes) |
| :---: | :---: | :---: |
| X | 13 | 20 |
| Y | 19 | 29 |

The company has 40 hours of machine time available in the next working week, but only 35 hours of craftsman time. The cost of machine time is £10 per hour, and the cost of craftsman time is £2 per hour. Idle time for machines and craftsmen incurs no cost. For each product produced (all products produced will be sold), the revenue for product X is £20, and the revenue for product Y is £30. Products can only be produced in whole units. The company has a specific contract that requires 10 units of product X to be produced for a customer each week. Formulate a model for this problem.",1861.466667
"['Profit Maximization Problem', 'Production Planning Problem']","Healthy Pet Foods Company produces two types of dog food: Meaties and Yummies. Each pack of Meaties contains 2 pounds of grains and 3 pounds of meat; each pack of Yummies contains 3 pounds of grains and 1.5 pounds of meat. The company believes it can sell any quantity of dog food that it can produce. Meaties sell for $2.80 per pack, and Yummies sell for $2.00 per pack. The company's production is subject to several constraints. First, a maximum of 400,000 pounds of grains can be purchased each month at a price of $0.20 per pound of grains. A maximum of 300,000 pounds of meat can be purchased each month at a price of $0.50 per pound of meat. Additionally, a special machine is required to produce Meaties, with a monthly capacity of 90,000 packs. The variable costs for mixing and packaging dog food are $0.25 per pack (Meaties) and $0.20 per pack (Yummies). Detailed information is provided in Table B-1.

**Table B-1 Healthy Pet Foods Data**

|                    | Meaties      | Yummies    |
|--------------------|--------------|------------|
| Price per pack     | $2.80        | $2.00      |
| Raw materials      |              |            |
| - Grains           | 2.0 lbs      | 3.0 lbs    |
| - Meat             | 3.0 lbs      | 1.5 lbs    |
| Variable cost      | $0.25/pack   | $0.20/pack |
| Resources          |              |            |
| Meaties capacity   | 90,000 packs/month |       |
| Monthly available grains | 400,000 lbs |      |
| Monthly available meat | 300,000 lbs |        |

Assume you are the manager of the dog food department at Healthy Pet Foods Company. Your salary is based on the department's profit, so you will try to maximize profit. How should you operate the department to maximize both the profit and your salary?",77500.0
['Multi-Commodity Transportation Problem'],"A transportation company has two types of trucks, Type A and Type B. Type A trucks have 20 cubic meters of refrigerated capacity and 40 cubic meters of non-refrigerated capacity. In contrast, Type B trucks have the same total capacity, but the capacities for refrigerated and non-refrigerated cargo are equal. A grocer needs to rent trucks to transport 3000 cubic meters of refrigerated cargo and 4000 cubic meters of non-refrigerated cargo. The rental cost per kilometer for Type A trucks is £30, while the rental cost per kilometer for Type B trucks is £40. How many of each type of truck should the grocer rent to minimize the total cost?

Try to formulate a model for this problem.",4170.0
"['Production Planning Problem', 'Lot-Sizing Problem']","A company uses two machines (Machine 1 and Machine 2) to produce two types of products (liquid fertilizer and solid fertilizer). To produce one unit of liquid fertilizer, it takes 50 minutes on Machine 1 and 30 minutes on Machine 2. To produce one unit of solid fertilizer, it takes 24 minutes on Machine 1 and 33 minutes on Machine 2. Fertilizers must be produced in whole units, and fractional amounts are not allowed. At the beginning of the week, there are 30 units of liquid fertilizer and 90 units of solid fertilizer in inventory. The available processing time for Machine 1 this week is expected to be 40 hours, and for Machine 2 it is expected to be 35 hours. The demand for liquid fertilizer this week is estimated at 75 units, and for solid fertilizer at 95 units. The company's policy is to maximize the total number of units of liquid fertilizer and solid fertilizer in inventory at the end of the week.

Formulate a model for this problem.",1.0
"['Production Planning Problem', 'Profit Maximization Problem']","A company produces product A and product B. Each unit of product A sold generates a profit of £30, while each unit of product B sold generates a profit of £10. The company can allocate a maximum of 40 hours per week for production. Producing one unit of product A requires 6 hours, while producing one unit of product B requires 3 hours, and products can only be produced in whole units. Market demand requires that the quantity of product B produced must be at least three times the quantity of product A. The storage space occupied by product A is four times that of product B. The storage space's capacity is such that it can store 4 units of product A when only product A is stored.

Formulate a model for this problem.",140.0
['Revenue Management Problem'],"A store wants to clear out 200 shirts and 100 pairs of pants from last season. They decide to introduce two promotional packages, A and B. Package A includes one shirt and two pairs of pants, priced at £30. Package B includes three shirts and one pair of pants, priced at £50. The store does not want to sell fewer than 20 A packages and 10 B packages. How many of each package do they need to sell to maximize the revenue from the promotion?

Try to establish a model for this problem.",3600.0
"['Profit Maximization Problem', 'Production Planning Problem']","A company produces two products (A and B), with a profit of £3 and £5 per unit sold, respectively. Each product must be assembled on a specific machine, requiring 12 minutes of assembly time per unit for product A and 25 minutes per unit for product B. The company's estimated effective machine working time per week is only 30 hours (due to maintenance or malfunctions). Technical constraints mean that for every five units of product A produced, at least two units of product B must be produced.

Try to formulate a model for this problem.",408.0
"['Transportation, Airline Industry, Resource Allocation', 'Transportation Problem']","A school is preparing a trip for 400 students. The transportation company has 10 buses with 50 seats each and 8 minibuses with 40 seats each, but only 9 drivers are available. The rental cost for a bus is £800, and the rental cost for a minibus is £600. Calculate how many of each type of bus should be used to achieve the lowest cost.

Try to formulate a model for this problem.",6200.0
['Production Planning Problem'],"A dairy processing plant uses milk to produce two dairy products, \( A_{1} \) and \( A_{2} \). One barrel of milk can be processed into 3 kg of \( A_{1} \) in 12 hours on Type A equipment or into 4 kg of \( A_{2} \) in 8 hours on Type B equipment. According to market demand, all produced \( A_{1} \) and \( A_{2} \) can be sold. The profit is 24 yuan per kilogram of \( A_{1} \) and 16 yuan per kilogram of \( A_{2} \). The processing plant can get a daily supply of 50 barrels of milk, with a total of 480 hours of labor time available from regular workers each day. The Type A equipment can process up to 100 kg of \( A_{1} \) per day, while the processing capacity of Type B equipment is not limited. Formulate a production plan for the plant to maximize daily profit.",3360.0
['Blending Problem'],"A company blends two types of crude oil (A and B) to produce two types of gasoline (Type I and Type II). The minimum proportion of crude oil A in gasoline Types I and II is 50% and 60%, respectively. The selling prices are 4800 yuan/t and 5600 yuan/t, respectively. The company has current inventories of 500 t of crude oil A and 1000 t of crude oil B, and they can purchase up to 1500 t of crude oil A from the market. The market price for crude oil A is: 10,000 yuan/t for purchases up to 500 t; 8,000 yuan/t for the portion exceeding 500 t but not exceeding 1000 t; 6,000 yuan/t for the portion exceeding 1000 t. How should the company plan its purchasing and processing of crude oil? Return the maximized profit in yuan.",5000000.0
"['Capacitated Lot-sizing Problem (CLSP)', 'Lot-Sizing Problem', 'Production Planning Problem']","A beverage factory produces a kind of beverage to meet market demand. According to market forecasts, the sales department of the factory has determined the demand for the beverage for the next 4 weeks. The planning department, based on the actual situation of the factory, has provided the production capacity and production cost for the next 4 weeks, as shown in Table 1. When there is a surplus of beverages after meeting the demand each week, a storage cost of 0.2 thousand yuan per week per thousand boxes of beverages needs to be paid. How should the production plan be arranged to minimize the total cost (the sum of production cost and storage cost) over the four weeks while meeting the weekly market demand?

Table 1 Beverage Production and Demand Data:

\begin{tabular}{c|c|c|c}
\hline 
Week & Demand/1000 boxes & Production Capacity/1000 boxes & Cost per 1000 boxes/1000 yuan \\
\hline 
1 & 15 & 30 & 5.0 \\
\hline 
2 & 25 & 40 & 5.1 \\
\hline 
3 & 35 & 45 & 5.4 \\
\hline 
4 & 25 & 20 & 5.5 \\
\hline 
Total & 100 & 135 & \\
\hline
\end{tabular}",528.0
['Cutting Stock Problem'],"A steel pipe retailer sources raw steel pipes from a steel pipe factory, cuts the pipes according to customer requirements, and sells them. The raw steel pipes obtained from the factory are all 1850 mm in length. A customer now needs 15 pieces of 290 mm, 28 pieces of 315 mm, 21 pieces of 350 mm, and 30 pieces of 455 mm steel pipes. To simplify the production process, it is required that no more than 4 types of cutting patterns are used. The most frequently used cutting pattern incurs an additional cost of 1/10 of the value of a raw steel pipe, the second most frequent incurs an additional cost of 2/10, and so on. Moreover, the number of cuts for each pattern cannot be too many (a single raw steel pipe can produce up to 5 products). Additionally, to minimize waste, the leftover material for each cutting pattern should not exceed 100 mm. How should the material be cut to minimize total cost, and what is the total cost in this case?",21.5
['Blending Problem'],"A company mixes four types of liquid raw materials with different sulfur contents (denoted as A, B, C, and D, respectively) to produce two products (denoted as \( \mathrm{A} \) and \( \mathrm{B} \)). According to the production process requirements, raw materials A, B, and D must first be mixed in a mixing tank, and then the mixed liquid is further mixed with raw material C to produce \( \mathrm{A} \) and \( \mathrm{B} \). The sulfur contents of raw materials A, B, C, and D are \( 3\%, 1\%, 2\%, 1\% \) respectively, and their purchase prices are 6, 16, 10, 15 (thousand yuan per ton) respectively. The sulfur content of products \( \mathrm{A} \) and \( \mathrm{B} \) must not exceed \( 2.5\% \) and \( 1.5\% \) respectively, and their selling prices are 9, 15 (thousand yuan per ton) respectively. According to market information, there is no limit to the supply of raw materials A, B, and C, but the supply of raw material D is limited to a maximum of 50 tons. The market demand for products \( \mathrm{A} \) and \( \mathrm{B} \) is 100 tons and 200 tons respectively. How should the production be arranged to maximize the total profit?",450.0
"['Production Planning Problem', 'Profit Maximization Problem']","A company uses steel and aluminum as raw materials to produce two products (A and B). A single unit of product A requires 6 kg of steel, 8 kg of aluminum, 11 hours of labor, and yields a profit of 5000 yuan (excluding worker overtime pay). A single unit of product B requires 12 kg of steel, 20 kg of aluminum, 24 hours of labor, and yields a profit of 11000 yuan (excluding worker overtime pay). Products can only be produced in whole units. The company currently has 200 kg of steel, 300 kg of aluminum, and 300 hours of labor available. If workers need to work overtime, the overtime pay is 100 yuan per hour. Please develop a production plan to maximize the company's overall profit taking into account worker overtime.",165900.0
['Knapsack'],"An electronic system is composed of 3 types of components. The system operates normally if all three components function properly. By installing one or more spare parts for any of the components, the reliability of the components can be improved. The system's operational reliability is the product of the reliabilities of each component, and the reliability of each component is a function of the number of spare parts installed. The first half of the table below shows the function relationship between the number of spare parts and the reliability of a specific component. The prices and weights of the 3 types of components are shown in rows 8 to 9 of the table. Given that the total budget for all spare parts is limited to 150 yuan, and the weight limit is 20 kg, how should spare parts be installed to maximize the system's operational reliability? 

\begin{table}[h]
\centering
\begin{tabular}{|c|c|c|c|}
\hline
\textbf{Component Number} & \textbf{1} & \textbf{2} & \textbf{3} \\ \hline
\textbf{Number of Spares} &             &             &             \\ \hline
0                & 0.5         & 0.6         & 0.7         \\ \hline
1                & 0.6         & 0.75        & 0.9         \\ \hline
2                & 0.7         & 0.95        & 1.0         \\ \hline
3                & 0.8         & 1.0         & 1.0         \\ \hline
4                & 0.9         & 1.0         & 1.0         \\ \hline
5                & 1.0         & 1.0         & 1.0         \\ \hline
\textbf{Unit Price (yuan)}  & 20           & 30           & 40           \\ \hline
\textbf{Unit Weight (kg)}  & 2            & 4            & 6            \\ \hline
\end{tabular}
\caption{Spare Component Data Table}
\end{table}",0.6075
['Network Optimization'],"In network communication services, bandwidth plays an important role. Below is a bandwidth communication table between several communication nodes, showing the bandwidth between any two nodes. If two nodes cannot be directly connected, the corresponding bandwidth is $0$. It is required to establish a link between node $A$ and node $E$ that must pass through service node $C$ (without loops). The bandwidth of this link is defined as the minimum bandwidth value on the link. Please propose a reasonable link arrangement to maximize the bandwidth of this link and find out the maximum bandwidth.

\begin{table}[h]
    \centering
    \begin{tabular}{|c|c|c|c|c|c|}
        \hline
        & A & B & C & D & E \\
        \hline
        A & 0 & 90 & 85 & 0 & 65 \\
        \hline
        B & 95 & 0 & 70 & 65 & 34 \\
        \hline
        C & 60 & 0 & 0 & 88 & 80 \\
        \hline
        D & 67 & 30 & 25 & 0 & 84 \\
        \hline
        E & 0 & 51 & 0 & 56 & 0 \\
        \hline
    \end{tabular}
\end{table}",84.0
